%This is not the final set. It contains all difficult words. Should be only 90 percent
@relation difficult_words
@attribute d1 integer
@attribute d2 integer
@attribute vowels integer
@attribute accent {yes,no}
@attribute c1 integer
@attribute c2 integer
@attribute c3 integer
@attribute c4 integer
@attribute c5 integer
@attribute c6 integer
@attribute c7 integer
@attribute c8 integer
@attribute c9 integer
@attribute w_length integer
@attribute has_h {yes,no}
@attribute has_double {yes,no}
@attribute difficult {yes,no}
@data
ha, 24, 418, 1, no, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, yes, no, yes
abasto, 10, 126, 3, no, 1, 0, 0, 1, 0, 1, 0, 0, 1, 6, no, no, yes
aquí, 4, 100, 3, yes, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, no, no, yes
aquí, 4, 100, 3, yes, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, no, no, yes
adrede, 2, 51, 3, no, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, no, no, yes
ha ganado, 0, 0, 4, no, 0, 1, 1, 0, 0, 0, 1, 0, 1, 9, yes, no, yes
ha producido, 0, 0, 5, no, 0, 0, 1, 1, 0, 1, 0, 0, 2, 12, yes, no, yes
aquí, 4, 100, 3, yes, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, no, no, yes
ha roto, 0, 6, 3, no, 0, 0, 1, 0, 0, 1, 0, 0, 0, 7, yes, no, yes
había, 10, 163, 3, yes, 1, 0, 1, 0, 0, 0, 0, 0, 1, 5, yes, no, yes
había, 10, 163, 3, yes, 1, 0, 1, 0, 0, 0, 0, 0, 1, 5, yes, no, yes
habitación, 2, 13, 5, yes, 1, 0, 1, 1, 0, 0, 1, 0, 1, 10, yes, no, yes
habitual, 4, 29, 4, no, 1, 0, 1, 0, 0, 1, 0, 0, 1, 8, yes, no, yes
habla, 18, 228, 2, no, 1, 0, 1, 0, 0, 1, 0, 0, 1, 5, yes, no, yes
hablar, 14, 152, 2, no, 1, 0, 1, 0, 0, 2, 0, 0, 1, 6, yes, no, yes
