24, 418, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 918000000
10, 126, 3, 1, 0, 0, 1, 0, 1, 0, 0, 1, 6, 2810000
4, 100, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 260000000
4, 100, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 260000000
2, 51, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, 1340000
0, 0, 4, 0, 1, 1, 0, 0, 0, 1, 0, 1, 9, 88500000
0, 0, 5, 0, 0, 1, 1, 0, 1, 0, 0, 2, 12, 58100000
4, 100, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 260000000
0, 6, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 7, 45500000
10, 163, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 5, 58900000
10, 163, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 5, 58900000
2, 13, 5, 1, 0, 1, 1, 0, 0, 1, 0, 1, 10, 27300000
4, 29, 4, 1, 0, 1, 0, 0, 1, 0, 0, 1, 8, 21400000
18, 228, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 5, 50700000
14, 152, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 6, 43700000
9, 105, 3, 1, 0, 1, 0, 0, 2, 1, 0, 1, 8, 1680000
14, 152, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 6, 43700000
14, 152, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 6, 43700000
14, 152, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 6, 43700000
8, 36, 3, 2, 0, 0, 1, 0, 3, 0, 0, 2, 8, 13000000
2, 7, 5, 2, 0, 0, 1, 0, 2, 1, 0, 3, 11, 1200000
26, 413, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 130000000
2, 12, 4, 2, 0, 0, 1, 0, 2, 0, 0, 2, 9, 824000
2, 12, 4, 2, 0, 0, 1, 0, 2, 0, 0, 2, 9, 824000
2, 12, 4, 2, 0, 0, 1, 0, 2, 0, 0, 2, 9, 824000
1, 23, 3, 1, 0, 0, 0, 0, 0, 0, 1, 1, 6, 381000000
1, 15, 5, 0, 0, 0, 2, 0, 0, 1, 0, 0, 10, 34000000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
22, 405, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4, 284000000
17, 213, 3, 0, 0, 1, 2, 0, 1, 1, 0, 0, 7, 33500000
17, 213, 3, 0, 0, 1, 2, 0, 1, 1, 0, 0, 7, 33500000
12, 194, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 5, 269000000
9, 89, 4, 0, 0, 0, 1, 0, 0, 0, 0, 1, 8, 6250000
6, 20, 4, 1, 1, 0, 0, 0, 0, 0, 0, 1, 8, 3820000
6, 20, 4, 1, 1, 0, 0, 0, 0, 0, 0, 1, 8, 3820000
6, 20, 4, 1, 1, 0, 0, 0, 0, 0, 0, 1, 8, 3820000
4, 100, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 260000000
4, 100, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 260000000
19, 304, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 191000000
13, 192, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 14200000
11, 48, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 6230000
11, 48, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 8, 6230000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
1, 4, 6, 1, 0, 0, 2, 0, 2, 0, 0, 3, 13, 9450000
