word, #distance 1, #distance 2, #vowels, has_accent?, #[b,v], #[g,j], #[h], #[s,z,ce,ci,x], #[y], #[r,s,l], #[m,n,ñ], #[ca,co,cu,q,k], #[b,d]
ajua, 10, 318, 3, no, 0, 1, 0, 0, 0, 0, 0, 0, 0
a~jugar, 0, 11, 3, no, 0, 2, 0, 0, 0, 1, 0, 0, 0
ajugar, 6, 143, 3, no, 0, 2, 0, 0, 0, 1, 0, 0, 0
alrededor, 1, 5, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
al~readedor, 0, 1, 5, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
alrededor, 1, 5, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
al~readedor, 0, 1, 5, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
alrededor, 1, 5, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
al~rededor, 1, 1, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
a~la~ley, 0, 0, 3, no, 0, 0, 0, 0, 1, 2, 0, 0, 0
alaley, 0, 54, 3, no, 0, 0, 0, 0, 1, 2, 0, 0, 0
a~la~ley, 0, 0, 3, no, 0, 0, 0, 0, 1, 2, 0, 0, 0
alaley, 0, 54, 3, no, 0, 0, 0, 0, 1, 2, 0, 0, 0
alcalde, 4, 33, 3, no, 0, 0, 0, 0, 0, 2, 0, 1, 1
alcade, 2, 132, 3, no, 0, 0, 0, 0, 0, 1, 0, 1, 1
alfabetización, 1, 1, 7, yes, 1, 0, 0, 2, 0, 1, 1, 0, 1
alfavetización, 1, 1, 7, yes, 1, 0, 0, 2, 0, 1, 1, 0, 0
aliviado, 7, 61, 5, no, 1, 0, 0, 0, 0, 1, 0, 0, 1
alibiado, 2, 47, 5, no, 1, 0, 0, 0, 0, 1, 0, 0, 2
alienígena, 1, 2, 6, yes, 0, 1, 0, 0, 0, 1, 2, 0, 0
aliengena, 0, 4, 5, no, 0, 1, 0, 0, 0, 1, 2, 0, 0
aya, 37, 638, 2, no, 0, 0, 0, 0, 1, 0, 0, 0, 0
alla, 34, 607, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
aya, 37, 638, 2, no, 0, 0, 0, 0, 1, 0, 0, 0, 0
alla, 34, 607, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
haya, 28, 448, 2, no, 0, 0, 1, 0, 1, 0, 0, 0, 0
alla, 34, 607, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
haya, 28, 448, 2, no, 0, 0, 1, 0, 1, 0, 0, 0, 0
alla, 34, 607, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
haya, 28, 448, 2, no, 0, 0, 1, 0, 1, 0, 0, 0, 0
alla, 34, 607, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
ayer, 11, 246, 2, no, 0, 0, 0, 0, 1, 1, 0, 0, 0
aller, 1, 187, 2, no, 0, 0, 0, 0, 0, 3, 0, 0, 0
ayer, 11, 246, 2, no, 0, 0, 0, 0, 1, 1, 0, 0, 0
aller, 1, 187, 2, no, 0, 0, 0, 0, 0, 3, 0, 0, 0
año, 27, 516, 2, no, 0, 0, 0, 0, 0, 0, 1, 0, 0
allo, 30, 472, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
año, 27, 516, 2, no, 0, 0, 0, 0, 0, 0, 1, 0, 0
allo, 30, 472, 2, no, 0, 0, 0, 0, 0, 2, 0, 0, 0
ayudarme, 7, 51, 4, no, 0, 0, 0, 0, 1, 1, 1, 0, 1
alludarme, 0, 6, 4, no, 0, 0, 0, 0, 0, 3, 1, 0, 1
ayudarme, 7, 51, 4, no, 0, 0, 0, 0, 1, 1, 1, 0, 1
alludarme, 0, 6, 4, no, 0, 0, 0, 0, 0, 3, 1, 0, 1
ayuntamiento, 3, 13, 6, no, 0, 0, 0, 0, 1, 0, 3, 0, 0
alluntamiento, 0, 4, 6, no, 0, 0, 0, 0, 0, 2, 3, 0, 0
ayuntamiento, 3, 13, 6, no, 0, 0, 0, 0, 1, 0, 3, 0, 0
alluntamiento, 0, 4, 6, no, 0, 0, 0, 0, 0, 2, 3, 0, 0
